"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Immgolis and Immgolis Intri","Golimumab","INJECTION, SOLUTION","761452","ACCORD BIOPHARMA INC.","05/19/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761452Orig1s000lbl.pdf#page=63"
"Imuldosa","Ustekinumab","INJECTION, SOLUTION, CONCENTRATE","761364","ACCORD BIOPHARMA INC","11/20/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761364s003lbl.pdf#page=26"
"Incivek","Telaprevir","TABLET;ORAL","201917","VERTEX PHARMS","03/25/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM256383.pdf"
"Indocin","Indomethacin","SUPPOSITORY;RECTAL","017814","EGALET","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/017814s045lbl.pdf"
"Indocin","Indomethacin","SUSPENSION;ORAL","018332","EGALET","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018332s043lbl.pdf"
"Indocin","Indomethacin","CAPSULE;ORAL","016059","EGALET","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/016059s102lbl.pdf#page=25"
"Indocin SR","Indomethacin","CAPSULE, EXTENDED RELEASE;ORAL","018185","EGALET","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018185s059lbl.pdf#page=26"
"Indomethacin","Indomethacin","CAPSULE;ORAL","018829","CHARTWELL MOLECULES","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018829s025lbl.pdf#page=18"
"Indomethacin","Indomethacin","CAPSULE;ORAL","018851","HERITAGE","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018851s028lbl.pdf#page=23"
"Indomethacin","Indomethacin","CAPSULE;ORAL","018858","RISING","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018858s049lbl.pdf"
"Inflectra","Infliximab-Dyyb","INJECTABLE;INJECTION","125544","CELLTRION INC","09/03/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125544s055lbl.pdf#page=61"
"Ingrezza","Valbenazine","CAPSULE;ORAL","209241","NEUROCRINE BIOSCIENCES INC","02/05/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/209241s029lbl.pdf#page=27"
"Inpefa","Sotagliflozin","TABLET; ORAL","216203","LEXICON PHARMACEUTICALS","08/11/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/216203s003lbl.pdf#page=24"
"Inrebic","Fedratinib Hydrochloride","CAPSULE;ORAL","212327","IMPACT","03/18/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/212327s009lbl.pdf#page=24"
"Intermezzo","Zolpidem Tartrate","TABLET;SUBLINGUAL","022328","PURDUE PHARMA","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022328s008lbl.pdf#page=20"
"Intron A","Interferon Alfa-2b","VIAL","103132","SCHERING","11/26/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/103132s5196lbl.pdf#page=40"
"Invirase","Saquinavir Mesylate","CAPSULE;ORAL","020628","HOFFMANN LA ROCHE","03/28/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020628s047,021785s023lbl.pdf#page=24"
"Invirase","Saquinavir Mesylate","TABLET;ORAL","021785","HOFFMANN-LA ROCHE","09/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021785s025lbl.pdf#page=25"
"Invokamet","Canagliflozin; METformin Hydrochloride","TABLET;ORAL","204353","JANSSEN PHARMS","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/204353s038s049lbl.pdf#page=60"
"Invokamet XR","Canagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205879","JANSSEN PHARMS","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/205879s25s26lbl.pdf#page=60"
"Invokana","Canagliflozin","TABLET;ORAL","204042","JANSSEN PHARMS","08/23/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204042s041s042lbl.pdf#page=48"
"Ixifi","Infliximab-Qbtx","INJECTABLE;INJECTION","761072","PFIZER INC","10/09/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761072s014lbl.pdf#page=46"
"Jadenu","Deferasirox","TABLET;ORAL","206910","NOVARTIS PHARMS CORP","07/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206910s015lbl.pdf#page=31"
"Jadenu Sprinkle","Deferasirox","GRANULE;ORAL","207968","NOVARTIS","07/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/207968s009lbl.pdf#page=31"
"Janumet","Metformin Hydrochloride; Sitagliptin Phosphate","TABLET;ORAL","022044","MERCK SHARP DOHME","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/022044s058lbl.pdf#page=33"
"Janumet XR","Metformin Hydrochloride; Sitagliptin Phosphate","TABLET, EXTENDED RELEASE;ORAL","202270","MERCK SHARP DOHME","06/21/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202270s026lbl.pdf#page=34"
"Januvia","Sitagliptin Phosphate","TABLET;ORAL","021995","MERCK SHARP DOHME","06/21/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021995s050lbl.pdf#page=27"
"Jardiance","Empagliflozin","TABLET;ORAL","204629","BOEHRINGER INGELHEIM","10/24/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/204629s063lbl.pdf#page=47"
"Jatenzo (Testosterone Undecanoate)","Testosterone Undecanoate","CAPSULE, SOFT GELATIN","206089","TOLMAR, INC","09/12/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/206089s007lbl.pdf#page=19"
"Jemperli","Dostarlimab-Gxly","INJECTABLE;INJECTION","761174","GLAXOSMITHKLINE","08/01/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761174s009lbl.pdf#page=37"
"Jemperli","Dostarlimab-Gxly","INJECTABLE;INJECTION","761223","GLAXOSMITHKLINE LLC","08/17/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761223s000lbl.pdf#page=25"
"Jentadueto","Linagliptin; METformin Hydrochloride","TABLET;ORAL","201281","BOEHRINGER INGELHEIM","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/201281s043lbl.pdf#page=21"
"Jentadueto XR","Linagliptin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","208026","BOEHRINGER INGELHEIM","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/208026s034lbl.pdf#page=22"
"Jesduvroq","Daprodustat","TABLET;ORAL","216951","GLAXOSMITHKLINE","02/01/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216951s000lbl.pdf#page=23"
"Jeuveau","Prabotulinumtoxina-Xvfs","INJECTABLE;INJECTION","761085","EVOLUS INC","07/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761085s000lbl.pdf#page=9"
"Jornay PM","Methylphenidate Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","209311","IRONSHORE PHARMS","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/209311s013lbl.pdf#page=20"
"Jubbonti","Denosumab","INJECTION","761362","SANDOZ INC","10/29/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761362s005lbl.pdf#page=29"
"Juvisync","Simvastatin; Sitagliptin Phosphate","TABLET;ORAL","202343","MERCK SHARP DOHME","02/24/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM275945.pdf"
"Juxtapid","Lomitapide Mesylate","CAPSULE;ORAL","203858","AMRYT","05/27/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/203858s017lbl.pdf#page=32"
"Jynarque","Tolvaptan","TABLET;ORAL","204441","OTSUKA","11/25/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204441lbl.pdf#page=18"
"Kadian","Morphine Sulfate","CAPSULE, EXTENDED RELEASE;ORAL","020616","ALLERGAN","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020616s065lbl.pdf#page=36"
"Kalbitor","Ecallantide","INJECTABLE; INJECTION","125277","DYAX CORP.","12/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125277s081lbl.pdf#page=13"
"Kaletra","Lopinavir; Ritonavir","TABLET;ORAL","021906","ABBVIE","10/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021251s059,021906s054lbl.pdf#page=53"
"Kaletra","Lopinavir; Ritonavir","CAPSULE;ORAL","021226","ABBVIE","10/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021226s049lbl.pdf#page=53"
"Kaletra","Lopinavir; Ritonavir","SOLUTION;ORAL","021251","ABBVIE","10/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021251s059,021906s054lbl.pdf#page=53"
"Kazano","Alogliptin Benzoate; METformin Hydrochloride","TABLET;ORAL","203414","TAKEDA PHARMS USA","07/27/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203414s016lbl.pdf#page=32"
"Keppra","Levetiracetam","TABLET;ORAL","021035","UCB INC","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021035s113,021505s052lbl.pdf#page=32"
"Keppra","Levetiracetam","SOLUTION;ORAL","021505","UCB INC","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021035s113,021505s052lbl.pdf#page=32"
"Keppra XR","Levetiracetam","TABLET, EXTENDED RELEASE;ORAL","022285","UCB INC","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022285s034lbl.pdf#page=26"
"Kesimpta","Ofatumumab","SOLUTION;SUBCUTANEOUS","125326","NOVARTIS","08/18/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125326s083lbl.pdf#page=14"
"Ketek","Telithromycin","TABLET;ORAL","021144","SANOFI AVENTIS US","11/04/2015","https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021144s019lbl.pdf#page=29"
"Kevzara","Sarilumab","INJECTABLE;INJECTION","761037","SANOFI SYNTHELABO","06/10/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761037s013lbl.pdf#page=31"
"Keytruda","Pembrolizumab","SOLUTION;INTRAVENOUS","125514","MERCK SHARP DOHME","07/15/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125514s194lbl.pdf#page=197"
"Keytruda Qlex","Pembrolizumab, Berahyaluronidase Alfa","INJECTABLE;SOLUTION","761467","MERCK SHARP & DOHME LLC","07/15/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761467s012lbl.pdf#page=208"
"Khedezla","Desvenlafaxine","TABLET, EXTENDED RELEASE;ORAL","204683","OSMOTICA PHARM CORP","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204683s007lbl.pdf#page=24"
"Khindivi","Hydrocortisone","SOLUTION;ORAL","218980","ETON PHARMACEUTICALS INC","05/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218980s000lbl.pdf#page=16"
"Kisunla (Donanemab-Azbt)","Donanemab","INJECTION, SOLUTION","761248","ELI LILLY AND CO","07/01/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761248s004lbl.pdf#page=18"
"Klonopin","Clonazepam","TABLET;ORAL","017533","CHEPLAPHARM","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017533s062lbl.pdf#page=24"
"Kombiglyze XR","Metformin Hydrochloride; Saxagliptin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","200678","ASTRAZENECA AB","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/200678s030lbl.pdf#page=47"
"Konvomep","Omeprazole; Sodium Bicarbonate","SUSPENSION;ORAL","213593","AZURITY","08/30/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/213593s000lbl.pdf#page=28"
"Korlym","Mifepristone","TABLET;ORAL","202107","CORCEPT THERAP","11/05/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202107s008lbl.pdf#page=20"
"Krystexxa","Pegloticase","INJECTABLE; INJECTION","125293","HORIZON PHARMA","07/07/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125293s104lbl.pdf#page=18"
"Kynamro","Mipomersen Sodium","SOLUTION;SUBCUTANEOUS","203568","KASTLE THERAPS LLC","03/18/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM337730.pdf"
"Kyzatrex (Testosterone Undecanoate)","Testosterone Undecanoate","CAPSULE, GELATIN COATED","213953","MARIUS PHARMACEUTICALS, LLC","07/11/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/213953s005lbl.pdf#page=21"
"Lacosamide","Lacosamide","SOLUTION;ORAL","204839","AMNEAL PHARMS","10/27/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LacosamideTabletsCVMedGuide.pdf"
"Lacosamide","Lacosamide","TABLET;ORAL","204855","ACTAVIS LABS FL INC","10/27/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LACOSAMIDE TABLETSMedGuide.pdf"
"Lacosamide","Lacosamide","TABLET;ORAL","204857","AMNEAL PHARMS NY","08/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LACOSAMIDE ORAL SOLUTIONMed Guide.pdf"
"Lamictal","Lamotrigine","TABLET;ORAL","020241","GLAXOSMITHKLINE LLC","03/31/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
"Lamictal CD","Lamotrigine","TABLET, FOR SUSPENSION;ORAL","020764","GLAXOSMITHKLINE LLC","03/31/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
"Lamictal ODT","Lamotrigine","TABLET, ORALLY DISINTEGRATING;ORAL","022251","GLAXOSMITHKLINE LLC","10/10/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/020241s068s069,020764s061s062,022251s032s033lbl.pdf#page=123"
"Lamictal XR","Lamotrigine","TABLET, EXTENDED RELEASE;ORAL","022115","GLAXOSMITHKLINE LLC","10/10/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022115s033s034lbl.pdf#page=52"
"Lamictal XR","Lamotrigine","TABLET, EXTENDED RELEASE; ORAL","022509","SMITHKLINE BEECHAM","01/29/2010","https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022509lbl.pdf#page=39"
"Lamisil","Terbinafine Hydrochloride","TABLET;ORAL","020539","NOVARTIS","03/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020539s033lbl.pdf#page=11"
"Lamisil","Terbinafine Hydrochloride","GRANULE;ORAL","022071","NOVARTIS","03/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020539s029,022071s013lbl.pdf#page=10"
"Lamivudine, Nevirapine and Zidovudine","Lamivudine; Nevirapine; Zidovudine","TABLET;ORAL","205626","MICRO LABS","08/13/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205626s000lbl.pdf#page=50"
"Lariam","Mefloquine Hydrochloride","TABLET;ORAL","019591","ROCHE","04/29/2011","https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/019591s026s028lbl.pdf#page=13"
"Latuda","Lurasidone Hydrochloride","TABLET;ORAL","200603","SUNOVION PHARMS INC","01/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/200603s041lbl.pdf#page=63"
"Lazanda","Fentanyl Citrate","SPRAY, METERED;NASAL","022569","BTCP PHARMA","12/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022569s030lbl.pdf#page=35"
"Lemtrada","Alemtuzumab","INJECTABLE;INJECTION","103948","GENZYME","05/20/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/103948s5185lbl.pdf#page=30"
"Leqembi","Ecanemab-Irmb","INJECTABLE;INTRAVENOUS","761269","EISAI INC","08/21/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761269s013lbl.pdf#page=22"
"Leqembi","Lecanemab-Irmb","INJECTABLE;SOLUTION","761375","EISAI INC","07/15/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761375s001lbl.pdf#page=28"
"Letairis","Ambrisentan","TABLET;ORAL","022081","GILEAD","06/08/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022081s041lbl.pdf#page=26"
"Levaquin","Levofloxacin","SOLUTION;ORAL","021721","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
"Levaquin","Levofloxacin","TABLET;ORAL","020634","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020634s073lbl.pdf#page=54"
"Levaquin","Levofloxacin","INJECTABLE;INJECTION","020635","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
"Levaquin","Levofloxacin","INJECTABLE;INJECTION","020635","JANSSEN PHARMS","02/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
"Lexapro","Escitalopram Oxalate","TABLET;ORAL","021323","ALLERGAN","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021323s057,021365s040lbl.pdf#page=30"
"Lexapro","Escitalopram Oxalate","SOLUTION;ORAL","021365","ALLERGAN","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021323s057,021365s040lbl.pdf#page=30"
"Librax","Chlordiazepoxide Hydrochloride; Clidinium Bromide","CAPSULE;ORAL","012750","BAUSCH","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/012750s068lbl.pdf#page=13"
"Librium","Chlordiazepoxide Hydrochloride","CAPSULE;ORAL","012249","VALEANT PHARM INTL","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/012249s049lbl.pdf#page=8"
"Libtayo","Cemiplimab-Rwlc","INJECTABLE;INTRAVENOUS","761097","REGENERON PHARMACEUTICALS","10/08/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761097s030lbl.pdf#page=40"
"Licart","Diclofenac Epolamine","SYSTEM;TOPICAL","206976","IBSA INST BIO","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/206976s016lbl.pdf#page=21"
"Limbitrol","Amitriptyline Hydrochloride; Chlordiazepoxide","TABLET;ORAL","016949","HERITAGE PHARMS INC","06/24/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/016949s044lbl.pdf#page=16"
"Limbitrol DS","Amitriptyline Hydrochloride; Chlordiazepoxide","TABLET;ORAL","016949","HERITAGE PHARMS INC","06/24/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/016949s044lbl.pdf#page=16"
"Lindane","Lindane","SHAMPOO;TOPICAL","087266","OLTA PHARMS","04/05/2004","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LindaneLotionMedGuide.pdf"
"Lindane","Lindane","LOTION;TOPICAL","087313","OLTA PHARMS","09/04/2001","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LindaneShampooMedGuide.pdf"
"Linzess","Linaclotide","CAPSULE;ORAL","202811","ALLERGAN","11/04/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/202811s022lbl.pdf#page=26"
"Lithium Carbonate","Lithium Carbonate","CAPSULE;ORAL","017812","HIKMA","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
"Lithium Carbonate","Lithium Carbonate","TABLET;ORAL","018558","HIKMA","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
"Lithium Citrate","Lithium Citrate","SYRUP;ORAL","018421","HIKMA","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
"Loqtorzi","Toripalimab-Tpzi","INJECTABLE;INTRAVENOUS","761240","COHERUS BIOSCIENCES INC","04/22/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761240s000lbl.pdf#page=24"
"Loreev XR","Lorazepam","CAPSULE, EXTENDED RELEASE;ORAL","214826","Almatica Pharma","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214826s003lbl.pdf#page=16"
"Lotronex","Alosetron Hydrochloride","TABLET;ORAL","021107","SEBELA IRELAND LTD","04/03/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088624.pdf"
"Lumoxiti","Moxetumomab Pasudotox-Tdfk","INJECTABLE;INJECTION","761104","INNATE PHARMA","08/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761104s003lbl.pdf#page=18"
"Lunesta","Eszopiclone","TABLET;ORAL","021476","SUNOVION PHARMS INC","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021476Orig1s038rplLBL.pdf#page=26"
"Lunsumio","Mosunetuzumab-Axgb","INJECTABLE;INTRAVENOUS","761263","GENENTECH, INC","12/19/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761263s006lbl.pdf#page=42"
"Lupaneta Pack","Leuprolide Acetate for Depot Suspension, Norethindrone Acetate Usp","INJECTABLE;INTRAMUSCULAR; TABLET;ORAL","203696","GLENMARK PHARMACEUTICALS","08/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203696s005s006lbl.pdf#page=30"
"Lupkynis","Voclosporin","CAPSULE;ORAL","213716","AURINIA","10/08/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/213716s008lbl.pdf#page=25"
"Lupron","Leuprolide Acetate","INJECTABLE;INJECTION","019010","ABBVIE ENDOCRINE INC","12/10/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019010s038lbl.pdf#page=27"
"Lupron Depot-Ped Kit","Leuprolide Acetate","POWDER;INTRAMUSCULAR","020263","ABBVIE ENDOCRINE INC","11/14/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/020263s057lbl.pdf#page=26"
"Luvox","Fluvoxamine Maleate","TABLET;ORAL","021519","ANI PHARMS","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021519s026lbl.pdf#page=32"
"Luvox CR","Fluvoxamine Maleate","CAPSULE, EXTENDED RELEASE;ORAL","022033","JAZZ PHARMS","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022033s011lbl.pdf#page=26"
"Lybalvi","Olanzapine; Samidorphan L-Malate","TABLET;ORAL","213378","ALKERMES INC","02/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/213378s008lbl.pdf#page=41"
"Lynozyfic (Linvoseltamab)","Linvoseltamab","INJECTION, SOLUTION","761400","REGENERON PHARMACEUTICALS, INC.","07/02/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761400s000lbl.pdf#page=30"
"Lynparza","Olaparib","CAPSULE;ORAL","206162","ASTRAZENECA","09/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206162s011lbl.pdf#page=16"
"Lynparza","Olaparib","TABLET;ORAL","208558","ASTRAZENECA","07/10/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/208558s031lbl.pdf#page=58"
